label,lm0,lm1,lm2,lm3,lm4,lm5,lm6,lm7,lm8,lm9,lm10,lm11,lm12,lm13,lm14,lm15,lm16,lm17,lm18,lm19,lm20,lm21,lm22,lm23,lm24,lm25,lm26,lm27,lm28,lm29,lm30,lm31,lm32,lm33,lm34,lm35,lm36,lm37,lm38,lm39,lm40,lm41,lm42,lm43,lm44,lm45,lm46,lm47,lm48,lm49,lm50,lm51,lm52,lm53,lm54,lm55,lm56,lm57,lm58,lm59,lm60,lm61,lm62,lm63,lm64,lm65,lm66,lm67,lm68,lm69,lm70,lm71,lm72,lm73,lm74,lm75,lm76,lm77,lm78,lm79,lm80,lm81,lm82,lm83,lm84,lm85,lm86,lm87,lm88,lm89,lm90,lm91,lm92,lm93,lm94,lm95,lm96,lm97,lm98,lm99,lm100,lm101,lm102,lm103,lm104,lm105,lm106,lm107,lm108,lm109,lm110,lm111,lm112,lm113,lm114,lm115,lm116,lm117,lm118,lm119,lm120,lm121,lm122,lm123,lm124,lm125
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476880192756653,0.3519401550292969,-5.458167606775532e-07,0.7866911292076111,0.24878588318824768,-0.005075841676443815,0.7577146291732788,0.14470449090003967,-0.024573007598519325,0.7439780831336975,0.07398509979248047,-0.043430816382169724,0.7450158596038818,0.0385776162147522,-0.058042142540216446,0.8021672368049622,0.024469345808029175,-0.048216354101896286,0.6715787649154663,0.0651930645108223,-0.07795247435569763,0.6854680776596069,0.1214299201965332,-0.0853419080376625,0.7221729159355164,0.1221507340669632,-0.08864736557006836,0.8203907012939453,0.07158865034580231,-0.06306549161672592,0.6735742092132568,0.13693241775035858,-0.08858446031808853,0.6983721852302551,0.1799473613500595,-0.08250223845243454,0.7335262298583984,0.17660196125507355,-0.08019812405109406,0.8262344598770142,0.13781307637691498,-0.07821208983659744,0.6871834993362427,0.19728662073612213,-0.09539490938186646,0.7111119031906128,0.23820427060127258,-0.0779857188463211,0.7453836798667908,0.23214751482009888,-0.06962476670742035,0.8229982852935791,0.21488822996616364,-0.09453495591878891,0.7108933925628662,0.25351038575172424,-0.10775632411241531,0.7281814217567444,0.280935138463974,-0.10091934353113174,0.7605829238891602,0.2752973437309265,-0.09537244588136673
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8502718210220337,0.352082222700119,-5.401761882239953e-07,0.7872511148452759,0.25131598114967346,-0.00695678498595953,0.7583675980567932,0.14778687059879303,-0.026006784290075302,0.7482857704162598,0.07370408624410629,-0.04403088986873627,0.7500870227813721,0.034118637442588806,-0.057610224932432175,0.8031274080276489,0.025437086820602417,-0.04764106869697571,0.6730378866195679,0.06742037832736969,-0.07960391044616699,0.6883525848388672,0.12397487461566925,-0.08909443020820618,0.7261423468589783,0.12495777010917664,-0.09336987882852554,0.8222619891166687,0.07166773080825806,-0.06134294718503952,0.6761718392372131,0.13904517889022827,-0.0885394737124443,0.7011061906814575,0.18203620612621307,-0.08358930051326752,0.73667973279953,0.17756836116313934,-0.08148440718650818,0.8285393714904785,0.13809873163700104,-0.07584310322999954,0.6910306215286255,0.19978535175323486,-0.09538472443819046,0.7140247821807861,0.24016907811164856,-0.07892662286758423,0.7481484413146973,0.23327288031578064,-0.07026691734790802,0.8257988691329956,0.21615354716777802,-0.09160821884870529,0.7147220969200134,0.2574802041053772,-0.10632441192865372,0.7316057682037354,0.2841912508010864,-0.1001061275601387,0.7640262246131897,0.27726930379867554,-0.09442619234323502
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8526984453201294,0.3742293119430542,-5.762311161561229e-07,0.7904210686683655,0.27000653743743896,-0.010057148523628712,0.7601854801177979,0.1520223766565323,-0.026776473969221115,0.7530515789985657,0.061461083590984344,-0.041952572762966156,0.7533227801322937,-0.0023643970489501953,-0.05250971391797066,0.7993395924568176,0.046545468270778656,-0.047911059111356735,0.6671639680862427,0.10467861592769623,-0.08256776630878448,0.6851223111152649,0.15955552458763123,-0.0944870114326477,0.7243016958236694,0.15756838023662567,-0.09995978325605392,0.8190529942512512,0.09825552254915237,-0.06082271412014961,0.6725506782531738,0.17502668499946594,-0.0902143269777298,0.7019135355949402,0.21479320526123047,-0.08699823915958405,0.7392647862434387,0.20662182569503784,-0.08577024191617966,0.8276013731956482,0.16920848190784454,-0.07525328546762466,0.6907934546470642,0.237331822514534,-0.09926299005746841,0.7162312865257263,0.2732688784599304,-0.08398061990737915,0.7516390681266785,0.26472222805023193,-0.0748496726155281,0.8284539580345154,0.25256800651550293,-0.0910983681678772,0.7190832495689392,0.29499900341033936,-0.11121036112308502,0.737873375415802,0.31705769896507263,-0.10674923658370972,0.7725987434387207,0.30961498618125916,-0.10091627389192581
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536431193351746,0.37419402599334717,-5.118230888001563e-07,0.7945429086685181,0.2686542570590973,-0.010912545025348663,0.7649917602539062,0.14611876010894775,-0.028427300974726677,0.7586507201194763,0.05124954879283905,-0.044316425919532776,0.764456033706665,-0.022194743156433105,-0.056206900626420975,0.7984421253204346,0.05198240280151367,-0.0505378432571888,0.6686687469482422,0.10875581204891205,-0.08591117709875107,0.688960075378418,0.16204318404197693,-0.09752325713634491,0.7293893098831177,0.15856952965259552,-0.10219904780387878,0.8173418045043945,0.10662984848022461,-0.06215155869722366,0.6738104224205017,0.18256115913391113,-0.09213295578956604,0.7039148807525635,0.21868203580379486,-0.0881604328751564,0.7412655353546143,0.20999468863010406,-0.08613739162683487,0.8251090049743652,0.17887958884239197,-0.07536721229553223,0.6914029717445374,0.24624131619930267,-0.09950730204582214,0.7178218364715576,0.2792964577674866,-0.08433572947978973,0.7531951069831848,0.2692834734916687,-0.0751357451081276,0.825005292892456,0.26047900319099426,-0.08984885364770889,0.7177993655204773,0.3063929080963135,-0.10811925679445267,0.7377740740776062,0.32744285464286804,-0.10351274907588959,0.7725313901901245,0.31771016120910645,-0.09804745763540268
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8527544140815735,0.389774352312088,-5.48684511159081e-07,0.7911471724510193,0.28102338314056396,-0.010916262865066528,0.7617378234863281,0.15810522437095642,-0.028848379850387573,0.7558267712593079,0.06364811956882477,-0.045552629977464676,0.7613715529441833,-0.005741387605667114,-0.05812438949942589,0.7991209030151367,0.061547547578811646,-0.05020160973072052,0.6669856905937195,0.11909031122922897,-0.08771266043186188,0.6867327094078064,0.17321351170539856,-0.10125001519918442,0.7265146970748901,0.16878218948841095,-0.10712474584579468,0.8181473016738892,0.11614429950714111,-0.06336100399494171,0.672747015953064,0.18997853994369507,-0.09500937908887863,0.7019209265708923,0.22896414995193481,-0.09177880734205246,0.7391408085823059,0.22013349831104279,-0.09005854278802872,0.8260199427604675,0.18803094327449799,-0.07840396463871002,0.6900076270103455,0.2539110779762268,-0.10442426055669785,0.716012179851532,0.288313627243042,-0.08866822719573975,0.7513312697410583,0.27822431921958923,-0.07860534638166428,0.825596272945404,0.2703636586666107,-0.0948517918586731,0.7165255546569824,0.3125702142715454,-0.11431671679019928,0.735539436340332,0.3337923288345337,-0.10851974785327911,0.769763708114624,0.32474321126937866,-0.10192548483610153
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536901473999023,0.39275264739990234,-5.280439836496953e-07,0.7943989634513855,0.2829618453979492,-0.01311708614230156,0.766236424446106,0.15702268481254578,-0.03100595623254776,0.7608184814453125,0.05792394280433655,-0.04692867398262024,0.7632797360420227,-0.01854260265827179,-0.05883779376745224,0.7996941208839417,0.06944648921489716,-0.052554354071617126,0.6658680438995361,0.12727397680282593,-0.08839046210050583,0.6861361265182495,0.18014496564865112,-0.09954841434955597,0.7259809374809265,0.17670178413391113,-0.10367900878190994,0.8166685104370117,0.12529656291007996,-0.06373279541730881,0.6713167428970337,0.2000403106212616,-0.09434230625629425,0.701059103012085,0.23641322553157806,-0.0904436782002449,0.7380710244178772,0.22826163470745087,-0.08855406939983368,0.822915256023407,0.1976066380739212,-0.07678155601024628,0.6878616809844971,0.26447781920433044,-0.10235533118247986,0.7142928838729858,0.29690849781036377,-0.08715587109327316,0.7499324083328247,0.2864333987236023,-0.07771509140729904,0.8215999007225037,0.27950015664100647,-0.09128754585981369,0.7129378318786621,0.3247036337852478,-0.11051050573587418,0.7324404716491699,0.34460508823394775,-0.10572028160095215,0.7669145464897156,0.3342914283275604,-0.10012106597423553
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8539677858352661,0.39711087942123413,-5.506029197022144e-07,0.7956531643867493,0.28420189023017883,-0.012383404187858105,0.7702540159225464,0.15883105993270874,-0.031025083735585213,0.7628759741783142,0.062871053814888,-0.04776204004883766,0.7614728212356567,-0.00047610700130462646,-0.06076810508966446,0.799512505531311,0.07168029248714447,-0.05344308167695999,0.6636237502098083,0.12786751985549927,-0.08910895884037018,0.6829649209976196,0.1837223917245865,-0.1000816598534584,0.7220040559768677,0.18159936368465424,-0.10416346788406372,0.8165046572685242,0.12774789333343506,-0.0648363009095192,0.6707131266593933,0.20081369578838348,-0.09590000659227371,0.6990139484405518,0.24030528962612152,-0.09210752695798874,0.7357671856880188,0.2336602509021759,-0.09039809554815292,0.8223092555999756,0.19970941543579102,-0.07775251567363739,0.6870693564414978,0.2659405469894409,-0.10323070734739304,0.712787926197052,0.3003336191177368,-0.08810015022754669,0.7483946084976196,0.2907365560531616,-0.07886210829019547,0.8198899030685425,0.27991145849227905,-0.09201046824455261,0.7109012603759766,0.3258533179759979,-0.11042078584432602,0.7300698757171631,0.3467969000339508,-0.10526679456233978,0.7640212774276733,0.33651989698410034,-0.09978358447551727
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8513480424880981,0.39864039421081543,-5.274163754620531e-07,0.789879322052002,0.28707951307296753,-0.01412288285791874,0.7604482173919678,0.16018468141555786,-0.03350448980927467,0.752231240272522,0.06032074987888336,-0.05049094185233116,0.7543637752532959,-0.016382768750190735,-0.06338312476873398,0.796115517616272,0.07285471260547638,-0.05573636665940285,0.6631351113319397,0.13171103596687317,-0.09139731526374817,0.6836965680122375,0.1842317134141922,-0.1016034185886383,0.7223578095436096,0.1790868043899536,-0.10518060624599457,0.8134943842887878,0.12920784950256348,-0.06649119406938553,0.6690014600753784,0.2038414180278778,-0.09683648496866226,0.6980507969856262,0.2407941222190857,-0.09215191006660461,0.7340672016143799,0.23152905702590942,-0.09008996933698654,0.8194314241409302,0.20158326625823975,-0.07894714176654816,0.6844460964202881,0.2680652141571045,-0.10388694703578949,0.7106449007987976,0.30073535442352295,-0.08812721818685532,0.7459318041801453,0.28962206840515137,-0.07885165512561798,0.8173664808273315,0.2823031544685364,-0.09290029853582382,0.7085698843002319,0.32813242077827454,-0.11190591752529144,0.727738618850708,0.34872275590896606,-0.10701794922351837,0.7612339854240417,0.3384612798690796,-0.10166804492473602
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848666250705719,0.41075509786605835,-5.458555278892163e-07,0.7863815426826477,0.29756978154182434,-0.013549174182116985,0.7580525279045105,0.1624651551246643,-0.032433778047561646,0.7532656192779541,0.05580095946788788,-0.04931241273880005,0.7576866149902344,-0.028053611516952515,-0.06277241557836533,0.7904278039932251,0.07663510739803314,-0.05365078151226044,0.6601085066795349,0.14258350431919098,-0.08858994394540787,0.678172767162323,0.19525083899497986,-0.09925281256437302,0.7158780694007874,0.1905718445777893,-0.10345327854156494,0.8105920553207397,0.13410860300064087,-0.06476801633834839,0.6659356355667114,0.21319161355495453,-0.09322715550661087,0.6946108937263489,0.2510301172733307,-0.08814974874258041,0.7312209606170654,0.2416495680809021,-0.08632032573223114,0.818814754486084,0.20846816897392273,-0.07774481922388077,0.6820043325424194,0.27651447057724,-0.10254029929637909,0.7071001529693604,0.30992305278778076,-0.08813650161027908,0.7427994608879089,0.29988160729408264,-0.07991775125265121,0.8180773854255676,0.291824072599411,-0.09198517352342606,0.7061887979507446,0.3377653956413269,-0.11127123981714249,0.7244158387184143,0.3562079071998596,-0.10749117285013199,0.7586442232131958,0.3459329903125763,-0.10314817726612091
ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8446793556213379,0.4245406687259674,-5.872434485354461e-07,0.7774689793586731,0.3028886020183563,-0.01068523246794939,0.7478585839271545,0.16243810951709747,-0.026991767808794975,0.7409811019897461,0.05081780254840851,-0.0419730544090271,0.7382103800773621,-0.03700739145278931,-0.05410340428352356,0.7859305143356323,0.08627267181873322,-0.04933663457632065,0.6579713225364685,0.148593008518219,-0.0791446790099144,0.6758793592453003,0.2006925791501999,-0.08626825362443924,0.7130048274993896,0.196227565407753,-0.08870069682598114,0.8067489862442017,0.14878028631210327,-0.06173195317387581,0.6634753346443176,0.22359152138233185,-0.08612510561943054,0.6914201378822327,0.2577548921108246,-0.08005800098180771,0.7271748185157776,0.2506124675273895,-0.07855136692523956,0.8159089684486389,0.22555893659591675,-0.07547866553068161,0.67947918176651,0.28848716616630554,-0.09773417562246323,0.7036943435668945,0.32068949937820435,-0.08308010548353195,0.7387195229530334,0.31185853481292725,-0.07541896402835846,0.8162618279457092,0.3099096417427063,-0.09026388078927994,0.7047881484031677,0.3494868576526642,-0.10694681107997894,0.7223301529884338,0.3665406107902527,-0.10179964452981949,0.7558682560920715,0.3573361039161682,-0.09724810719490051
