label,lm0,lm1,lm2,lm3,lm4,lm5,lm6,lm7,lm8,lm9,lm10,lm11,lm12,lm13,lm14,lm15,lm16,lm17,lm18,lm19,lm20,lm21,lm22,lm23,lm24,lm25,lm26,lm27,lm28,lm29,lm30,lm31,lm32,lm33,lm34,lm35,lm36,lm37,lm38,lm39,lm40,lm41,lm42,lm43,lm44,lm45,lm46,lm47,lm48,lm49,lm50,lm51,lm52,lm53,lm54,lm55,lm56,lm57,lm58,lm59,lm60,lm61,lm62,lm63,lm64,lm65,lm66,lm67,lm68,lm69,lm70,lm71,lm72,lm73,lm74,lm75,lm76,lm77,lm78,lm79,lm80,lm81,lm82,lm83,lm84,lm85,lm86,lm87,lm88,lm89,lm90,lm91,lm92,lm93,lm94,lm95,lm96,lm97,lm98,lm99,lm100,lm101,lm102,lm103,lm104,lm105,lm106,lm107,lm108,lm109,lm110,lm111,lm112,lm113,lm114,lm115,lm116,lm117,lm118,lm119,lm120,lm121,lm122,lm123,lm124,lm125
halo,0.20670689642429352,0.9932596683502197,3.6051844176654413e-07,0.27426570653915405,0.9412268400192261,-0.03100587986409664,0.3263523280620575,0.8494100570678711,-0.046045996248722076,0.36148762702941895,0.7742929458618164,-0.060122277587652206,0.392255961894989,0.7181999683380127,-0.07536086440086365,0.2563866376876831,0.7213067412376404,-0.034995414316654205,0.27245032787323,0.6203234791755676,-0.061991043388843536,0.2832847535610199,0.5617403388023376,-0.08314881473779678,0.293224573135376,0.5123342871665955,-0.09884967654943466,0.19869937002658844,0.7191773056983948,-0.03976386412978172,0.18700653314590454,0.608969509601593,-0.06472740322351456,0.18402506411075592,0.5439510345458984,-0.08416932821273804,0.18348827958106995,0.48897403478622437,-0.09865480661392212,0.1491255760192871,0.7440634369850159,-0.04871949926018715,0.12009970098733902,0.6461079120635986,-0.07494626194238663,0.11041820049285889,0.5823035836219788,-0.09164181351661682,0.10796139389276505,0.5251526832580566,-0.1031637042760849,0.10669378191232681,0.7910282611846924,-0.060682304203510284,0.07323899865150452,0.7178114056587219,-0.08636622130870819,0.05464787781238556,0.6700924634933472,-0.09815565496683121,0.04326444864273071,0.6231551766395569,-0.10541587322950363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.2559933662414551,0.8871254324913025,6.74436194003647e-07,0.315898060798645,0.7907867431640625,-0.011657027527689934,0.3535342216491699,0.6912006139755249,-0.015217049978673458,0.37611788511276245,0.6169953346252441,-0.022492509335279465,0.3996235430240631,0.5577283501625061,-0.029426049441099167,0.29466021060943604,0.6002500057220459,0.014617077074944973,0.3100600242614746,0.5059783458709717,-0.0006820250418968499,0.3204417824745178,0.441312313079834,-0.017958922311663628,0.33101770281791687,0.3857322931289673,-0.029679693281650543,0.25554925203323364,0.5979669690132141,0.006760349962860346,0.2538824677467346,0.4926999509334564,-0.00501601118594408,0.2569078803062439,0.4250912070274353,-0.021685432642698288,0.2613897919654846,0.3668781816959381,-0.033403024077415466,0.22032110393047333,0.6123355031013489,-0.005575899034738541,0.21107716858386993,0.5167620778083801,-0.017916593700647354,0.20843012630939484,0.4503832161426544,-0.0310872420668602,0.2089414745569229,0.3928167521953583,-0.04000281170010567,0.18653377890586853,0.6462315917015076,-0.02033093571662903,0.16930824518203735,0.5685886144638062,-0.03080168180167675,0.15878617763519287,0.515663743019104,-0.0352458581328392,0.15087676048278809,0.46467527747154236,-0.03735637664794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.27605417370796204,0.8272607326507568,4.597187057697738e-07,0.33231285214424133,0.7622268199920654,-0.018062280490994453,0.3705856204032898,0.6732118129730225,-0.024797389283776283,0.39222562313079834,0.6017549633979797,-0.03283455967903137,0.4108191132545471,0.5498124957084656,-0.0407935231924057,0.31171947717666626,0.5704891681671143,-0.0031385263428092003,0.3259736895561218,0.4808093011379242,-0.02104116417467594,0.33680400252342224,0.4272616505622864,-0.03797716274857521,0.3473270833492279,0.3801562488079071,-0.04978109151124954,0.27166295051574707,0.5678908228874207,-0.00823436863720417,0.26725003123283386,0.46628451347351074,-0.023029550909996033,0.26863500475883484,0.4052368998527527,-0.03800906985998154,0.27023836970329285,0.3529854118824005,-0.04894378036260605,0.2364320456981659,0.5835124254226685,-0.017504161223769188,0.22127088904380798,0.49115586280822754,-0.03277292475104332,0.21778739988803864,0.43172943592071533,-0.04346917197108269,0.21756410598754883,0.3782539665699005,-0.05090657249093056,0.20384515821933746,0.6159318089485168,-0.029451414942741394,0.1841447651386261,0.5451946258544922,-0.04372449591755867,0.17385424673557281,0.4961240291595459,-0.049160998314619064,0.1667940616607666,0.44733676314353943,-0.0523296594619751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.30094751715660095,0.827197790145874,3.706825282279169e-07,0.3607504963874817,0.7757066488265991,-0.018865888938307762,0.4011794626712799,0.6864330172538757,-0.02445814572274685,0.4226298928260803,0.6144781708717346,-0.030861593782901764,0.4418121576309204,0.5619841814041138,-0.03745332360267639,0.3439314067363739,0.5750150680541992,-0.005298771429806948,0.35772204399108887,0.4862990081310272,-0.023391788825392723,0.36846208572387695,0.4331567883491516,-0.040877360850572586,0.37857508659362793,0.3867701292037964,-0.05333796888589859,0.3022838532924652,0.5685991644859314,-0.010028899647295475,0.3015165328979492,0.4689808785915375,-0.024827931076288223,0.3046450614929199,0.40710800886154175,-0.04050261899828911,0.30643296241760254,0.35463273525238037,-0.05178816244006157,0.2658824026584625,0.5826928615570068,-0.018788162618875504,0.25184008479118347,0.49178725481033325,-0.03416469320654869,0.2467654049396515,0.4319639205932617,-0.04653060808777809,0.24341167509555817,0.3788732886314392,-0.054992225021123886,0.23331500589847565,0.6143208742141724,-0.030158517882227898,0.2119617909193039,0.5438584685325623,-0.04541206732392311,0.19977185130119324,0.49576520919799805,-0.0522734671831131,0.19084030389785767,0.4492693543434143,-0.056287940591573715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.32866960763931274,0.8467488288879395,1.5061657165915676e-07,0.3938080072402954,0.8014847040176392,-0.014576871879398823,0.43536144495010376,0.7181340456008911,-0.01742023415863514,0.45445799827575684,0.6530164480209351,-0.02266867086291313,0.4540531635284424,0.612743616104126,-0.028562134131789207,0.38338685035705566,0.5917981863021851,0.0035994374193251133,0.3913990557193756,0.5100410580635071,-0.013282624073326588,0.39584285020828247,0.46381789445877075,-0.03112688846886158,0.3989761471748352,0.42528098821640015,-0.04426439478993416,0.34523820877075195,0.5864418745040894,-0.00424047140404582,0.3397926688194275,0.49492600560188293,-0.01985037326812744,0.337321013212204,0.4376004934310913,-0.03825611248612404,0.3339564800262451,0.3884294331073761,-0.05165226384997368,0.310061514377594,0.6007027626037598,-0.01628127507865429,0.2961446940898895,0.5131327509880066,-0.03335538133978844,0.28930824995040894,0.4566095471382141,-0.047900330275297165,0.283772349357605,0.40777504444122314,-0.05759333446621895,0.2775525450706482,0.6331599354743958,-0.03062405437231064,0.2581139802932739,0.5610628128051758,-0.04634443297982216,0.2466479241847992,0.5130448341369629,-0.05409063398838043,0.23825278878211975,0.46938738226890564,-0.059037454426288605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.34715598821640015,0.8663116693496704,3.0374789616871567e-07,0.41235077381134033,0.8229066729545593,-0.013847091235220432,0.46062323451042175,0.7493113279342651,-0.020849844440817833,0.4923659563064575,0.6922779083251953,-0.02996750734746456,0.5193340182304382,0.6597439050674438,-0.03973938897252083,0.4158596396446228,0.6395398378372192,-0.006717159412801266,0.4401276111602783,0.5624279975891113,-0.028263691812753677,0.4620063006877899,0.5223307609558105,-0.048183709383010864,0.4811599850654602,0.4902200698852539,-0.06126999482512474,0.380742609500885,0.625812828540802,-0.015641914680600166,0.39069730043411255,0.5227123498916626,-0.032204337418079376,0.40100476145744324,0.4587562680244446,-0.04910261556506157,0.4074398875236511,0.4035254716873169,-0.061166923493146896,0.3466988503932953,0.6325892210006714,-0.027807142585515976,0.34502559900283813,0.5386800765991211,-0.04390575364232063,0.3502036929130554,0.4788450002670288,-0.056272972375154495,0.35511669516563416,0.4266600012779236,-0.0643533244729042,0.3127022683620453,0.658374011516571,-0.04209447279572487,0.3003396689891815,0.5839766263961792,-0.05543870851397514,0.29542702436447144,0.532781720161438,-0.05974051356315613,0.2922325134277344,0.4872434735298157,-0.062204405665397644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.3507104814052582,0.8749270439147949,4.3288650886097457e-07,0.4169905483722687,0.8334711194038391,-0.012943627312779427,0.47051602602005005,0.7622659206390381,-0.019662193953990936,0.5103578567504883,0.7124284505844116,-0.028354434296488762,0.5435312986373901,0.6791052222251892,-0.037814412266016006,0.4267309904098511,0.6470184326171875,-0.006040416657924652,0.4601314663887024,0.5700295567512512,-0.025807078927755356,0.48561763763427734,0.527562141418457,-0.04425111413002014,0.5098404884338379,0.49226152896881104,-0.05660341680049896,0.39127981662750244,0.6348699331283569,-0.014727197587490082,0.4073730409145355,0.5339863300323486,-0.029339762404561043,0.42353957891464233,0.47252851724624634,-0.04437487572431564,0.43655985593795776,0.42189309000968933,-0.055421020835638046,0.3570117950439453,0.6448245048522949,-0.026726799085736275,0.36139264702796936,0.5499353408813477,-0.041157614439725876,0.3724624216556549,0.48773783445358276,-0.05294637754559517,0.38380226492881775,0.43400925397872925,-0.061360497027635574,0.3232819437980652,0.6730827689170837,-0.04072115197777748,0.3167169690132141,0.5994293093681335,-0.054547227919101715,0.3170284032821655,0.5472949743270874,-0.060078706592321396,0.3195995092391968,0.49734556674957275,-0.06349915266036987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.282878041267395,0.7973145842552185,6.625687660744006e-07,0.350451797246933,0.7402361035346985,-0.02337082289159298,0.39610588550567627,0.6516568064689636,-0.027066461741924286,0.42770689725875854,0.583957850933075,-0.029762782156467438,0.4516139030456543,0.5425782799720764,-0.031941913068294525,0.3404853343963623,0.5477498769760132,-0.0011909517925232649,0.3556153178215027,0.4598892331123352,-0.010331297293305397,0.3685409426689148,0.40362289547920227,-0.022998077794909477,0.37871691584587097,0.35537731647491455,-0.03332266956567764,0.30129116773605347,0.542811393737793,-0.0006778379902243614,0.2969468832015991,0.44443148374557495,-0.0052643329836428165,0.296536922454834,0.3836151361465454,-0.01801765151321888,0.2947801649570465,0.3336026668548584,-0.028492499142885208,0.2673771381378174,0.5564243793487549,-0.004168492741882801,0.2555463910102844,0.4708560109138489,-0.010268640704452991,0.2500539720058441,0.4184935688972473,-0.020609719678759575,0.24464216828346252,0.3765058219432831,-0.02860916592180729,0.23690594732761383,0.5901090502738953,-0.010955837555229664,0.22117868065834045,0.5259661674499512,-0.018055224791169167,0.21159815788269043,0.49310553073883057,-0.0218355655670166,0.2052047699689865,0.4633001685142517,-0.02400512993335724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.28258055448532104,0.7833107709884644,4.953467964696756e-07,0.3458908200263977,0.7347924709320068,-0.021861450746655464,0.3922480344772339,0.6539623141288757,-0.03013702854514122,0.4171140789985657,0.5878040790557861,-0.03798452764749527,0.4434274435043335,0.5452336072921753,-0.045992445200681686,0.3295556902885437,0.5428431630134583,-0.01899312250316143,0.34854647517204285,0.4519193172454834,-0.03687736764550209,0.3614318072795868,0.39680057764053345,-0.05170758068561554,0.3711099922657013,0.34886056184768677,-0.06262899935245514,0.28625649213790894,0.5345736145973206,-0.02267056331038475,0.2860451936721802,0.42971503734588623,-0.03816660866141319,0.28803062438964844,0.36498701572418213,-0.0520952083170414,0.28715336322784424,0.31233492493629456,-0.06228184327483177,0.24886471033096313,0.5479147434234619,-0.02954890951514244,0.22962608933448792,0.45370250940322876,-0.04569896683096886,0.22052885591983795,0.3907206058502197,-0.059124067425727844,0.21451079845428467,0.3354247510433197,-0.06846372038125992,0.21549662947654724,0.5809829831123352,-0.03887121006846428,0.18943147361278534,0.508527398109436,-0.055530816316604614,0.17429907619953156,0.45976370573043823,-0.06485362350940704,0.16396459937095642,0.41279667615890503,-0.07054973393678665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo,0.3180043399333954,0.8037154078483582,2.158565024501513e-07,0.3807525634765625,0.7642597556114197,-0.022233448922634125,0.43100589513778687,0.6876422762870789,-0.03193037956953049,0.4622846841812134,0.6230385303497314,-0.04283476248383522,0.4798928499221802,0.5773981809616089,-0.05348874256014824,0.37627696990966797,0.5557008981704712,-0.007288661785423756,0.38532325625419617,0.47082048654556274,-0.030479591339826584,0.3864413797855377,0.4344301223754883,-0.052361879497766495,0.3841215670108795,0.4062354564666748,-0.06659995019435883,0.33428889513015747,0.5454351902008057,-0.012914042919874191,0.331241250038147,0.4446377158164978,-0.031224725767970085,0.3260934352874756,0.38458478450775146,-0.05098292604088783,0.3185940086841583,0.33689290285110474,-0.06485173106193542,0.29433807730674744,0.555642306804657,-0.023348314687609673,0.2807897925376892,0.4606359302997589,-0.041501484811306,0.2718971371650696,0.40194645524024963,-0.05685105919837952,0.26354867219924927,0.3524027466773987,-0.0668083056807518,0.25666430592536926,0.5843223929405212,-0.03664882108569145,0.23455500602722168,0.5082882642745972,-0.05265364050865173,0.21965116262435913,0.4583796560764313,-0.06027225777506828,0.20780709385871887,0.41387832164764404,-0.06469842791557312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
